epoch,train_loss,doctamper_val_loss,aiforge_val_loss
1,0.9454689003405023,0.7077521884593719,2.3306863684403267
2,0.4857867762805641,0.4645659349406489,2.6052455713874414
3,0.3755034314517,0.4873415909636135,3.837866268659893
4,0.3175437951243142,0.40394465910931365,3.601261910639311
5,0.2854508794836966,0.41302186717240574,4.35514215419167
6,0.26454859780742207,0.4082220464278334,3.411960062227751
7,0.2492169804317857,0.3736291283045333,4.428927785471866
8,0.23365916236732137,0.3842333724228338,3.4033587543587935
9,0.2247505691495213,0.3729578379910594,4.71489387436917
